Date,Open
2017-11-01,1036.32
2017-11-02,1039.99
2017-11-03,1042.75
2017-11-06,1049.1
2017-11-07,1049.65
2017-11-09,1048.0
2017-11-10,1043.87
2017-11-13,1040.8
2017-11-14,1037.72
2017-11-15,1035.0
2017-11-16,1038.75
2017-11-17,1049.8
2017-11-20,1036.0
2017-11-21,1040.04
2017-11-22,1051.16
2017-11-24,1054.39
2017-11-27,1058.57
2017-11-28,1073.99
2017-11-29,1056.18
2017-11-30,1039.94
