Date,Open
2017-11-01,169.87
2017-11-02,167.64
2017-11-03,174.0
2017-11-06,172.365
2017-11-07,173.91
2017-11-09,175.11
2017-11-10,175.11
2017-11-13,173.5
2017-11-14,173.04
2017-11-15,169.97
2017-11-16,171.18
2017-11-17,171.04
2017-11-20,170.29
2017-11-21,170.78
2017-11-22,173.36
2017-11-24,175.1
2017-11-27,175.05
2017-11-28,174.3
2017-11-29,172.63
2017-11-30,170.43
