Date,Open
2017-11-01,1105.4
2017-11-02,1097.81
2017-11-03,1091.15
2017-11-06,1109.15
2017-11-07,1124.74
2017-11-09,1125.96
2017-11-10,1126.1
2017-11-13,1123.0
2017-11-14,1130.11
2017-11-15,1127.01
2017-11-16,1130.16
2017-11-17,1138.28
2017-11-20,1129.77
2017-11-21,1132.86
2017-11-22,1141.0
2017-11-24,1160.7
2017-11-27,1202.66
2017-11-28,1204.88
2017-11-29,1194.8
2017-11-30,1167.1
