Date,Open
2017-11-01,83.68
2017-11-02,83.35
2017-11-03,84.08
2017-11-06,84.2
2017-11-07,84.77
2017-11-09,84.11
2017-11-10,83.79
2017-11-13,83.66
2017-11-14,83.5
2017-11-15,83.47
2017-11-16,83.1
2017-11-17,83.12
2017-11-20,82.4
2017-11-21,82.74
2017-11-22,83.83
2017-11-24,83.01
2017-11-27,83.31
2017-11-28,84.07
2017-11-29,84.71
2017-11-30,83.51
