Date,Open
2017-11-01,182.36
2017-11-02,180.63
2017-11-03,179.29
2017-11-06,178.56
2017-11-07,180.5
2017-11-09,178.31
2017-11-10,178.35
2017-11-13,177.5
2017-11-14,178.13
2017-11-15,176.66
2017-11-16,178.76
2017-11-17,179.3
2017-11-20,178.87
2017-11-21,179.15
2017-11-22,181.3
2017-11-24,180.4
2017-11-27,182.56
2017-11-28,183.51
2017-11-29,181.89
2017-11-30,176.85
